Name,Number,Name,Red,Green,Blue,LValue,AValue,BValue,Reflectance400,Reflectance410,Reflectance420,Reflectance430,Reflectance440,Reflectance450,Reflectance460,Reflectance470,Reflectance480,Reflectance490,Reflectance500,Reflectance510,Reflectance520,Reflectance530,Reflectance540,Reflectance550,Reflectance560,Reflectance570,Reflectance580,Reflectance590,Reflectance600,Reflectance610,Reflectance620,Reflectance630,Reflectance640,Reflectance650,Reflectance660,Reflectance670,Reflectance680,Reflectance690,Reflectance700
VOC 2014,PPG1044-6,WILD STRAWBERRY,160,103,126,50.34813799,26.77690464,-3.97904083,0.215056000000000,0.243825000000000,0.241437000000000,0.232817000000000,0.222541000000000,0.210387000000000,0.199131000000000,0.189577000000000,0.176949000000000,0.167120000000000,0.158517000000000,0.144872000000000,0.131282000000000,0.125181000000000,0.123578000000000,0.121866000000000,0.123267000000000,0.143493000000000,0.196006000000000,0.265066000000000,0.319791000000000,0.350279000000000,0.361691000000000,0.365515000000000,0.367514000000000,0.369906000000000,0.371340000000000,0.370065000000000,0.364420000000000,0.356400000000000,0.344623000000000
VOC 2014,PPG1044-7,WILD PLUM,127,72,93,37.62246609,26.75495255,-2.94526167,0.127056000000000,0.136038000000000,0.135347000000000,0.130022000000000,0.121174000000000,0.110429000000000,0.100842000000000,0.092538000000000,0.083026000000000,0.077871000000000,0.073544000000000,0.068374000000000,0.064867000000000,0.063088000000000,0.062639000000000,0.062010000000000,0.062691000000000,0.070381000000000,0.091746000000000,0.130696000000000,0.175868000000000,0.209159000000000,0.225820000000000,0.234705000000000,0.239540000000000,0.243655000000000,0.246311000000000,0.247474000000000,0.248703000000000,0.247981000000000,0.248422000000000
VOC 2014,PPG1045-1,MAGICAL MOONLIGHT,240,238,233,94.06170804,0.34462779,1.75214493,0.407182000000000,0.675267000000000,0.793273000000000,0.822551000000000,0.832854000000000,0.840217000000000,0.846646000000000,0.850591000000000,0.853114000000000,0.854120000000000,0.854778000000000,0.853258000000000,0.849181000000000,0.846112000000000,0.845778000000000,0.845923000000000,0.845962000000000,0.848127000000000,0.857679000000000,0.866857000000000,0.869775000000000,0.870997000000000,0.872105000000000,0.876838000000000,0.883599000000000,0.891132000000000,0.894424000000000,0.894977000000000,0.893437000000000,0.890578000000000,0.877681000000000
VOC 2014,PPG1045-2,BARELY ROSE,236,225,225,90.27411718,4.29177698,0.17288058,0.404248000000000,0.656209000000000,0.754239000000000,0.772291000000000,0.774576000000000,0.776594000000000,0.776195000000000,0.774930000000000,0.771765000000000,0.766734000000000,0.761441000000000,0.754972000000000,0.745692000000000,0.734235000000000,0.730202000000000,0.735825000000000,0.744726000000000,0.758844000000000,0.785284000000000,0.811839000000000,0.825907000000000,0.830590000000000,0.833068000000000,0.836753000000000,0.841111000000000,0.844483000000000,0.846678000000000,0.846659000000000,0.845162000000000,0.842296000000000,0.830584000000000
VOC 2014,PPG1045-3,SANTOLINA BLOOMS,225,208,211,85.03979200,6.62538379,-0.21240256,0.388667000000000,0.599379000000000,0.665148000000000,0.673735000000000,0.672432000000000,0.671360000000000,0.667260000000000,0.664443000000000,0.659147000000000,0.651137000000000,0.644211000000000,0.637488000000000,0.630772000000000,0.619294000000000,0.614562000000000,0.619735000000000,0.627922000000000,0.645591000000000,0.680238000000000,0.716715000000000,0.737331000000000,0.745893000000000,0.748401000000000,0.751821000000000,0.754354000000000,0.756530000000000,0.757411000000000,0.756368000000000,0.754693000000000,0.749039000000000,0.737305000000000
VOC 2014,PPG1045-4,PINK POTION,203,176,186,74.29641968,12.12614425,-2.27203536,0.348568000000000,0.483308000000000,0.510869000000000,0.510699000000000,0.505065000000000,0.499360000000000,0.491282000000000,0.484729000000000,0.474462000000000,0.462691000000000,0.452133000000000,0.441084000000000,0.427919000000000,0.411783000000000,0.405606000000000,0.411436000000000,0.425635000000000,0.450393000000000,0.494557000000000,0.544339000000000,0.576722000000000,0.592804000000000,0.597040000000000,0.599164000000000,0.599557000000000,0.600370000000000,0.600143000000000,0.598489000000000,0.596500000000000,0.589621000000000,0.579734000000000
VOC 2014,PPG1045-5,KEEPSAKE ROSE,173,135,146,60.10755286,16.59048782,-0.98887647,0.251818000000000,0.300059000000000,0.303806000000000,0.302356000000000,0.298046000000000,0.292748000000000,0.286693000000000,0.281081000000000,0.273049000000000,0.263980000000000,0.255700000000000,0.247854000000000,0.237106000000000,0.225144000000000,0.221844000000000,0.226987000000000,0.238681000000000,0.260956000000000,0.303452000000000,0.354233000000000,0.390296000000000,0.409710000000000,0.415155000000000,0.417097000000000,0.417000000000000,0.417175000000000,0.416255000000000,0.414183000000000,0.412065000000000,0.406762000000000,0.398936000000000
VOC 2014,PPG1045-6,WILD GERANIUM,148,108,121,49.92346098,18.74244966,-1.57951120,0.178388000000000,0.198873000000000,0.201042000000000,0.201038000000000,0.199712000000000,0.196091000000000,0.190415000000000,0.184645000000000,0.177069000000000,0.168845000000000,0.161186000000000,0.154152000000000,0.145836000000000,0.136436000000000,0.133156000000000,0.136166000000000,0.145093000000000,0.162571000000000,0.196560000000000,0.240914000000000,0.274719000000000,0.293774000000000,0.299883000000000,0.302318000000000,0.303044000000000,0.303860000000000,0.303596000000000,0.301945000000000,0.299906000000000,0.295540000000000,0.291883000000000
VOC 2014,PPG1045-7,CHILLED WINE,105,66,83,33.06131728,19.87966546,-3.21594541,0.104717000000000,0.108177000000000,0.104829000000000,0.099163000000000,0.092276000000000,0.085049000000000,0.078675000000000,0.073756000000000,0.068305000000000,0.064306000000000,0.061133000000000,0.058491000000000,0.055912000000000,0.054287000000000,0.054158000000000,0.054794000000000,0.056207000000000,0.059724000000000,0.068696000000000,0.085572000000000,0.110258000000000,0.137353000000000,0.156308000000000,0.168301000000000,0.175050000000000,0.178128000000000,0.179066000000000,0.177144000000000,0.172847000000000,0.170820000000000,0.170295000000000
VOC 2014,PPG1046-1,MILK AND COOKIES,233,225,222,90.11665978,2.46285215,1.83767262,0.399498000000000,0.640853000000000,0.730120000000000,0.745500000000000,0.747281000000000,0.749506000000000,0.750986000000000,0.751722000000000,0.750755000000000,0.749649000000000,0.748946000000000,0.746524000000000,0.744518000000000,0.745280000000000,0.746980000000000,0.749471000000000,0.752535000000000,0.769523000000000,0.789539000000000,0.800679000000000,0.802829000000000,0.803400000000000,0.803907000000000,0.806360000000000,0.810094000000000,0.813509000000000,0.814285000000000,0.812608000000000,0.811734000000000,0.811255000000000,0.801621000000000
VOC 2014,PPG1046-2,MAGIC MOMENTS,232,220,223,88.76834548,4.89388429,-0.75257971,0.400035000000000,0.643100000000000,0.735176000000000,0.751802000000000,0.754176000000000,0.756499000000000,0.755747000000000,0.754068000000000,0.748143000000000,0.740727000000000,0.734411000000000,0.724291000000000,0.711399000000000,0.700740000000000,0.697977000000000,0.699316000000000,0.701113000000000,0.719226000000000,0.753210000000000,0.782840000000000,0.798037000000000,0.802935000000000,0.805170000000000,0.808236000000000,0.811144000000000,0.813677000000000,0.814818000000000,0.813652000000000,0.811085000000000,0.807136000000000,0.794601000000000
VOC 2014,PPG1046-3,OLD MISSION PINK,214,195,201,80.45287029,8.30315836,-1.30890278,0.375892000000000,0.554396000000000,0.600358000000000,0.603093000000000,0.599226000000000,0.595553000000000,0.589420000000000,0.585062000000000,0.577135000000000,0.567632000000000,0.558055000000000,0.549701000000000,0.541281000000000,0.528384000000000,0.522404000000000,0.527315000000000,0.538160000000000,0.558498000000000,0.595822000000000,0.635091000000000,0.658109000000000,0.668701000000000,0.670647000000000,0.672868000000000,0.673629000000000,0.674673000000000,0.674548000000000,0.672768000000000,0.670879000000000,0.663690000000000,0.652512000000000
VOC 2014,PPG1046-4,HIGH SOCIETY,200,184,191,76.20003562,7.66176703,-2.29101949,0.357353000000000,0.505252000000000,0.537233000000000,0.538266000000000,0.534448000000000,0.530784000000000,0.523970000000000,0.518909000000000,0.511280000000000,0.501157000000000,0.492138000000000,0.484561000000000,0.476370000000000,0.463243000000000,0.456881000000000,0.460696000000000,0.469513000000000,0.485286000000000,0.517343000000000,0.551591000000000,0.571146000000000,0.578733000000000,0.579760000000000,0.579695000000000,0.578270000000000,0.577906000000000,0.576128000000000,0.572982000000000,0.569364000000000,0.561968000000000,0.551305000000000
VOC 2014,PPG1046-5,GOTHIC AMETHYST,161,139,147,60.11062752,9.74502545,-1.41825786,0.250198000000000,0.297857000000000,0.301963000000000,0.301325000000000,0.298215000000000,0.294731000000000,0.290297000000000,0.286518000000000,0.280929000000000,0.274405000000000,0.268650000000000,0.263249000000000,0.255574000000000,0.246412000000000,0.244094000000000,0.248257000000000,0.257484000000000,0.274171000000000,0.301869000000000,0.329493000000000,0.344692000000000,0.350826000000000,0.351619000000000,0.350624000000000,0.348612000000000,0.347627000000000,0.345544000000000,0.342483000000000,0.339472000000000,0.334782000000000,0.327846000000000
VOC 2014,PPG1046-6,VELVET SLIPPER,130,108,117,48.13202055,10.49210373,-2.09792003,0.171404000000000,0.187791000000000,0.189317000000000,0.187058000000000,0.184353000000000,0.180617000000000,0.176648000000000,0.173713000000000,0.168914000000000,0.163656000000000,0.159155000000000,0.154837000000000,0.148889000000000,0.142281000000000,0.141010000000000,0.143461000000000,0.149204000000000,0.160412000000000,0.180889000000000,0.203055000000000,0.216483000000000,0.221487000000000,0.222372000000000,0.221669000000000,0.220259000000000,0.219356000000000,0.217553000000000,0.215046000000000,0.212392000000000,0.209368000000000,0.206606000000000
VOC 2014,PPG1046-7,PURPLE BASIL,90,69,80,31.78872796,11.24449146,-3.68975489,0.082902000000000,0.086059000000000,0.086262000000000,0.085480000000000,0.084182000000000,0.081628000000000,0.078183000000000,0.075538000000000,0.071896000000000,0.068150000000000,0.065426000000000,0.062959000000000,0.059765000000000,0.057391000000000,0.056718000000000,0.056730000000000,0.057519000000000,0.059298000000000,0.066819000000000,0.080323000000000,0.094797000000000,0.103836000000000,0.106795000000000,0.108372000000000,0.108578000000000,0.108770000000000,0.108797000000000,0.108986000000000,0.109979000000000,0.110861000000000,0.111863000000000
VOC 2014,PPG1047-1,FOREVER FAITHFUL,238,230,225,91.89954677,2.19022558,2.47589219,0.426827000000000,0.673149000000000,0.763177000000000,0.776866000000000,0.777757000000000,0.778870000000000,0.780008000000000,0.780787000000000,0.781118000000000,0.781026000000000,0.781665000000000,0.782035000000000,0.782760000000000,0.784576000000000,0.786647000000000,0.792857000000000,0.801600000000000,0.816043000000000,0.828956000000000,0.837784000000000,0.842108000000000,0.843859000000000,0.844110000000000,0.843916000000000,0.843621000000000,0.843685000000000,0.843137000000000,0.841539000000000,0.838965000000000,0.836056000000000,0.825297000000000
VOC 2014,PPG1047-2,LOST LOVE,228,216,212,87.13507121,4.04638186,2.81382361,0.400035000000000,0.608537000000000,0.670856000000000,0.676138000000000,0.674328000000000,0.673899000000000,0.673157000000000,0.673415000000000,0.672044000000000,0.670246000000000,0.670363000000000,0.669599000000000,0.670423000000000,0.671714000000000,0.674359000000000,0.682759000000000,0.696398000000000,0.717529000000000,0.738056000000000,0.751652000000000,0.757778000000000,0.760291000000000,0.760805000000000,0.760282000000000,0.759173000000000,0.758722000000000,0.757974000000000,0.756277000000000,0.754515000000000,0.748589000000000,0.739207000000000
VOC 2014,PPG1047-3,JUST GORGEOUS,213,197,192,80.59973127,5.43833439,3.50822785,0.369260000000000,0.513351000000000,0.544152000000000,0.546357000000000,0.544475000000000,0.543997000000000,0.543263000000000,0.543229000000000,0.541435000000000,0.539774000000000,0.539736000000000,0.539497000000000,0.540449000000000,0.541704000000000,0.544960000000000,0.554215000000000,0.570142000000000,0.593619000000000,0.617166000000000,0.633420000000000,0.640836000000000,0.644017000000000,0.644403000000000,0.644540000000000,0.643797000000000,0.644517000000000,0.644519000000000,0.642315000000000,0.640322000000000,0.633332000000000,0.625147000000000
VOC 2014,PPG1047-4,ANCESTRAL,207,193,193,79.17082355,5.56300664,0.78643024,0.362545000000000,0.518327000000000,0.553151000000000,0.554557000000000,0.550901000000000,0.548155000000000,0.544614000000000,0.542189000000000,0.538059000000000,0.533236000000000,0.529613000000000,0.525503000000000,0.522043000000000,0.518311000000000,0.518207000000000,0.522982000000000,0.536629000000000,0.558660000000000,0.583133000000000,0.601724000000000,0.609221000000000,0.611397000000000,0.610630000000000,0.609933000000000,0.609346000000000,0.610665000000000,0.611276000000000,0.609986000000000,0.607750000000000,0.600192000000000,0.588373000000000
VOC 2014,PPG1047-5,COFFEE CUSTARD,170,155,155,65.22537625,6.12488530,1.16696412,0.273940000000000,0.335463000000000,0.342424000000000,0.341798000000000,0.339257000000000,0.336582000000000,0.333616000000000,0.331471000000000,0.327842000000000,0.324384000000000,0.321632000000000,0.319328000000000,0.317439000000000,0.315873000000000,0.316505000000000,0.320154000000000,0.332544000000000,0.353208000000000,0.372611000000000,0.385138000000000,0.389835000000000,0.390640000000000,0.389313000000000,0.387086000000000,0.384418000000000,0.382966000000000,0.380426000000000,0.377103000000000,0.373931000000000,0.368631000000000,0.360709000000000
VOC 2014,PPG1047-6,CHOO CHOO,133,117,119,50.81844717,6.71888548,0.59716435,0.178275000000000,0.195171000000000,0.196457000000000,0.194222000000000,0.191763000000000,0.188915000000000,0.185989000000000,0.184283000000000,0.181621000000000,0.178979000000000,0.176568000000000,0.174665000000000,0.172490000000000,0.170836000000000,0.171200000000000,0.174800000000000,0.182485000000000,0.196323000000000,0.210996000000000,0.221220000000000,0.224765000000000,0.225821000000000,0.225089000000000,0.223020000000000,0.220839000000000,0.219601000000000,0.217584000000000,0.214964000000000,0.212299000000000,0.209214000000000,0.206266000000000
VOC 2014,PPG1047-7,CAROB CHIP,89,72,75,32.41816781,7.91310549,0.68439501,0.073664000000000,0.075262000000000,0.074748000000000,0.073803000000000,0.072658000000000,0.071276000000000,0.069937000000000,0.068987000000000,0.067690000000000,0.066315000000000,0.064995000000000,0.063904000000000,0.062479000000000,0.061364000000000,0.061597000000000,0.063121000000000,0.066138000000000,0.070573000000000,0.079335000000000,0.089239000000000,0.095130000000000,0.096979000000000,0.097445000000000,0.096695000000000,0.095751000000000,0.095084000000000,0.093875000000000,0.092674000000000,0.091678000000000,0.091082000000000,0.090352000000000
VOC 2014,PPG1048-1,LAUREN'S LACE,239,234,229,92.89063859,1.32080691,1.97431872,0.404492000000000,0.666953000000000,0.777080000000000,0.801050000000000,0.806017000000000,0.809413000000000,0.812929000000000,0.814851000000000,0.815615000000000,0.815813000000000,0.816500000000000,0.814837000000000,0.812846000000000,0.813826000000000,0.815115000000000,0.816355000000000,0.817626000000000,0.828922000000000,0.843781000000000,0.851458000000000,0.853109000000000,0.853222000000000,0.853942000000000,0.858724000000000,0.864465000000000,0.869307000000000,0.870324000000000,0.866273000000000,0.864945000000000,0.862162000000000,0.854833000000000
VOC 2014,PPG1048-2,SILK SHEETS,238,221,221,89.41818463,6.17724115,1.22250685,0.397355000000000,0.636951000000000,0.726143000000000,0.742686000000000,0.744449000000000,0.746281000000000,0.744558000000000,0.741181000000000,0.734296000000000,0.728947000000000,0.724107000000000,0.712520000000000,0.705600000000000,0.707479000000000,0.707304000000000,0.704086000000000,0.711654000000000,0.755611000000000,0.803766000000000,0.828287000000000,0.832066000000000,0.831663000000000,0.830037000000000,0.830479000000000,0.832322000000000,0.834259000000000,0.835687000000000,0.836212000000000,0.836466000000000,0.835363000000000,0.825903000000000
VOC 2014,PPG1048-3,ROSE CLOUD,224,202,205,83.19370777,8.76578466,0.58104477,0.373983000000000,0.560330000000000,0.615658000000000,0.626283000000000,0.627236000000000,0.628795000000000,0.626405000000000,0.621091000000000,0.610801000000000,0.604557000000000,0.599994000000000,0.585434000000000,0.573865000000000,0.576545000000000,0.580304000000000,0.570053000000000,0.567356000000000,0.612329000000000,0.676215000000000,0.713353000000000,0.725084000000000,0.728608000000000,0.730032000000000,0.733232000000000,0.736604000000000,0.740159000000000,0.742773000000000,0.742791000000000,0.742213000000000,0.736599000000000,0.724415000000000
VOC 2014,PPG1048-4,ROSE STAIN,209,182,185,76.46708853,10.53960492,1.26129149,0.347500000000000,0.480753000000000,0.507340000000000,0.507273000000000,0.502822000000000,0.498902000000000,0.493612000000000,0.489942000000000,0.484009000000000,0.476799000000000,0.471222000000000,0.464613000000000,0.457705000000000,0.450057000000000,0.448310000000000,0.455322000000000,0.472655000000000,0.502939000000000,0.546027000000000,0.585760000000000,0.609302000000000,0.620189000000000,0.622870000000000,0.624819000000000,0.625072000000000,0.626300000000000,0.626525000000000,0.625489000000000,0.624287000000000,0.617271000000000,0.608362000000000
VOC 2014,PPG1048-5,COFFEE ROSE,167,138,140,60.07761889,11.72749395,2.43378574,0.236299000000000,0.275041000000000,0.276616000000000,0.274592000000000,0.271307000000000,0.267864000000000,0.264574000000000,0.262333000000000,0.258445000000000,0.254489000000000,0.250796000000000,0.247700000000000,0.243070000000000,0.238939000000000,0.239738000000000,0.244644000000000,0.257786000000000,0.281496000000000,0.315233000000000,0.345830000000000,0.363330000000000,0.370707000000000,0.372022000000000,0.371571000000000,0.369994000000000,0.369350000000000,0.367702000000000,0.365334000000000,0.362950000000000,0.357961000000000,0.351732000000000
VOC 2014,PPG1048-6,CHOCOLATE SPARKLE,138,108,111,48.69763936,12.54961249,2.49284367,0.158360000000000,0.170302000000000,0.170612000000000,0.168086000000000,0.165641000000000,0.162894000000000,0.160076000000000,0.158240000000000,0.155354000000000,0.152425000000000,0.149801000000000,0.147645000000000,0.144055000000000,0.140662000000000,0.141251000000000,0.144870000000000,0.153957000000000,0.170206000000000,0.195756000000000,0.221917000000000,0.237467000000000,0.244032000000000,0.245524000000000,0.245023000000000,0.243624000000000,0.242977000000000,0.241459000000000,0.239238000000000,0.237008000000000,0.234118000000000,0.231088000000000
VOC 2014,PPG1048-7,GOOSEBERRY,94,65,70,30.78226826,13.99263311,1.53538762,0.070630000000000,0.070890000000000,0.069185000000000,0.067034000000000,0.064845000000000,0.062273000000000,0.059630000000000,0.057864000000000,0.055887000000000,0.054331000000000,0.053172000000000,0.052302000000000,0.051312000000000,0.050763000000000,0.051165000000000,0.052423000000000,0.054316000000000,0.057726000000000,0.064781000000000,0.077102000000000,0.093745000000000,0.109376000000000,0.117494000000000,0.121329000000000,0.124905000000000,0.128658000000000,0.131967000000000,0.133536000000000,0.134811000000000,0.134985000000000,0.135420000000000
VOC 2014,PPG1049-1,SNOWY MOUNT,241,238,233,94.20609266,0.38671074,2.01547631,0.399279000000000,0.665824000000000,0.788380000000000,0.820376000000000,0.832582000000000,0.841305000000000,0.847913000000000,0.851917000000000,0.854418000000000,0.855384000000000,0.856062000000000,0.853921000000000,0.849955000000000,0.849300000000000,0.848816000000000,0.848228000000000,0.847422000000000,0.854586000000000,0.866797000000000,0.873824000000000,0.875711000000000,0.876152000000000,0.877135000000000,0.880341000000000,0.884473000000000,0.888532000000000,0.890724000000000,0.890076000000000,0.887573000000000,0.884159000000000,0.871202000000000
VOC 2014,PPG1049-2,SWEET BIANCA,237,218,220,88.64440697,7.05083163,0.81213333,0.396844000000000,0.631480000000000,0.716631000000000,0.732720000000000,0.735206000000000,0.737100000000000,0.733299000000000,0.727370000000000,0.717588000000000,0.711372000000000,0.706418000000000,0.694272000000000,0.686252000000000,0.689112000000000,0.690854000000000,0.684462000000000,0.687109000000000,0.731636000000000,0.786484000000000,0.815231000000000,0.822651000000000,0.824058000000000,0.824958000000000,0.827322000000000,0.830980000000000,0.834687000000000,0.835391000000000,0.833010000000000,0.830098000000000,0.827155000000000,0.816337000000000
VOC 2014,PPG1049-3,NOSTALGIA,212,184,188,77.24194755,11.03769347,0.81431371,0.349256000000000,0.487045000000000,0.518590000000000,0.522567000000000,0.521555000000000,0.519756000000000,0.514253000000000,0.507520000000000,0.496939000000000,0.489450000000000,0.482223000000000,0.469466000000000,0.461740000000000,0.462630000000000,0.462209000000000,0.461139000000000,0.468664000000000,0.520099000000000,0.581212000000000,0.615907000000000,0.627649000000000,0.631618000000000,0.632287000000000,0.633011000000000,0.633033000000000,0.633877000000000,0.633862000000000,0.632231000000000,0.630536000000000,0.623774000000000,0.613402000000000
VOC 2014,PPG1049-4,LIGHTHEARTED ROSE,196,162,168,69.67089184,14.17781570,0.92763481,0.302847000000000,0.389266000000000,0.403904000000000,0.406861000000000,0.405461000000000,0.402623000000000,0.396703000000000,0.389017000000000,0.378081000000000,0.370183000000000,0.362635000000000,0.350084000000000,0.341734000000000,0.342318000000000,0.341750000000000,0.337290000000000,0.347108000000000,0.400440000000000,0.467474000000000,0.507828000000000,0.522711000000000,0.527560000000000,0.527862000000000,0.528049000000000,0.527387000000000,0.527647000000000,0.526872000000000,0.524680000000000,0.522223000000000,0.515571000000000,0.506359000000000
VOC 2014,PPG1049-5,MAUVE MADNESS,168,122,130,55.82991728,19.34606243,2.22564280,0.204627000000000,0.233498000000000,0.236269000000000,0.235772000000000,0.233538000000000,0.229968000000000,0.223720000000000,0.217058000000000,0.207975000000000,0.201950000000000,0.195781000000000,0.186009000000000,0.179234000000000,0.179387000000000,0.179075000000000,0.177838000000000,0.184095000000000,0.228349000000000,0.294185000000000,0.339824000000000,0.358209000000000,0.364638000000000,0.365949000000000,0.366083000000000,0.365144000000000,0.364962000000000,0.363863000000000,0.361594000000000,0.359180000000000,0.354387000000000,0.347524000000000
VOC 2014,PPG1049-6,CABERNET,139,92,104,44.47182894,21.20899735,0.77306871,0.146913000000000,0.156723000000000,0.155865000000000,0.152261000000000,0.147642000000000,0.141527000000000,0.134660000000000,0.127915000000000,0.119882000000000,0.115177000000000,0.110016000000000,0.103243000000000,0.098949000000000,0.098263000000000,0.098044000000000,0.097110000000000,0.100212000000000,0.127607000000000,0.176999000000000,0.219024000000000,0.237313000000000,0.242950000000000,0.243692000000000,0.242746000000000,0.241127000000000,0.240199000000000,0.238394000000000,0.235913000000000,0.233085000000000,0.229790000000000,0.226131000000000
VOC 2014,PPG1049-7,RED RED WINE,110,67,74,33.46283667,19.84159377,3.11290750,0.083766000000000,0.083684000000000,0.080649000000000,0.076803000000000,0.073428000000000,0.069616000000000,0.065968000000000,0.063340000000000,0.060307000000000,0.058290000000000,0.056548000000000,0.055338000000000,0.054917000000000,0.055202000000000,0.055486000000000,0.055942000000000,0.057989000000000,0.064257000000000,0.075805000000000,0.095275000000000,0.121675000000000,0.147763000000000,0.161731000000000,0.169174000000000,0.177735000000000,0.189678000000000,0.202908000000000,0.210324000000000,0.211355000000000,0.209565000000000,0.207564000000000
VOC 2014,PPG1050-1,BARE PINK,241,231,229,92.31041874,3.62404519,1.15851037,0.407234000000000,0.670628000000000,0.781657000000000,0.804419000000000,0.807680000000000,0.809796000000000,0.809400000000000,0.807838000000000,0.805367000000000,0.801484000000000,0.796869000000000,0.791795000000000,0.787627000000000,0.782153000000000,0.779051000000000,0.784111000000000,0.798977000000000,0.822231000000000,0.842631000000000,0.857517000000000,0.863242000000000,0.865274000000000,0.867136000000000,0.870979000000000,0.875685000000000,0.880087000000000,0.882681000000000,0.882411000000000,0.879914000000000,0.876313000000000,0.863388000000000
VOC 2014,PPG1050-2,PINK PAIL,232,207,210,85.21064595,9.89910541,0.67881791,0.386008000000000,0.591937000000000,0.656094000000000,0.668018000000000,0.668914000000000,0.669638000000000,0.663088000000000,0.654760000000000,0.642580000000000,0.634634000000000,0.628148000000000,0.613565000000000,0.603766000000000,0.606429000000000,0.608425000000000,0.600696000000000,0.603418000000000,0.657780000000000,0.728445000000000,0.767755000000000,0.779874000000000,0.782500000000000,0.783881000000000,0.786216000000000,0.789264000000000,0.791781000000000,0.792570000000000,0.790847000000000,0.788842000000000,0.785329000000000,0.773976000000000
VOC 2014,PPG1050-3,LOVE IN A MIST,223,186,193,78.79098961,14.73332145,0.53517001,0.358288000000000,0.511179000000000,0.548844000000000,0.555196000000000,0.555028000000000,0.553512000000000,0.543900000000000,0.532711000000000,0.516587000000000,0.507005000000000,0.498527000000000,0.481498000000000,0.469629000000000,0.472005000000000,0.475802000000000,0.464349000000000,0.467184000000000,0.528661000000000,0.619356000000000,0.678114000000000,0.699692000000000,0.705975000000000,0.706787000000000,0.708086000000000,0.708763000000000,0.709903000000000,0.710014000000000,0.708332000000000,0.706710000000000,0.699816000000000,0.688937000000000
VOC 2014,PPG1050-4,MADAGASCAR PINK,205,149,160,67.32917793,22.99130991,1.99328881,0.288382000000000,0.362442000000000,0.373285000000000,0.373746000000000,0.370234000000000,0.363874000000000,0.354681000000000,0.343486000000000,0.328169000000000,0.318069000000000,0.308646000000000,0.292476000000000,0.281108000000000,0.281261000000000,0.280982000000000,0.275472000000000,0.282837000000000,0.346538000000000,0.447691000000000,0.525246000000000,0.561159000000000,0.577078000000000,0.581590000000000,0.584830000000000,0.586669000000000,0.589044000000000,0.590296000000000,0.589700000000000,0.589065000000000,0.582708000000000,0.574323000000000
VOC 2014,PPG1050-5,BRIAR ROSE,188,115,129,56.67922155,30.78699457,3.85541876,0.219009000000000,0.250734000000000,0.251478000000000,0.245869000000000,0.238870000000000,0.229555000000000,0.218453000000000,0.207345000000000,0.193596000000000,0.184706000000000,0.176697000000000,0.164366000000000,0.156067000000000,0.156061000000000,0.155331000000000,0.153263000000000,0.158805000000000,0.210429000000000,0.308100000000000,0.400134000000000,0.450517000000000,0.473101000000000,0.479386000000000,0.483177000000000,0.484552000000000,0.486147000000000,0.486370000000000,0.485147000000000,0.483347000000000,0.477206000000000,0.469646000000000
VOC 2014,PPG1050-6,HEART'S CONTENT,165,90,108,47.37337712,33.07890199,2.60076778,0.165414000000000,0.179368000000000,0.178631000000000,0.173295000000000,0.165563000000000,0.155440000000000,0.145317000000000,0.135267000000000,0.123244000000000,0.116350000000000,0.111009000000000,0.101355000000000,0.094436000000000,0.094693000000000,0.094543000000000,0.091254000000000,0.091816000000000,0.118007000000000,0.183352000000000,0.266823000000000,0.327365000000000,0.361023000000000,0.374636000000000,0.380966000000000,0.383941000000000,0.386838000000000,0.388307000000000,0.388185000000000,0.387966000000000,0.383990000000000,0.378949000000000
VOC 2014,PPG1050-7,MAGENTA,143,65,86,38.36602590,35.79661948,3.20387777,0.116367000000000,0.120003000000000,0.117911000000000,0.111112000000000,0.102658000000000,0.093435000000000,0.085260000000000,0.078928000000000,0.071917000000000,0.067494000000000,0.064173000000000,0.061022000000000,0.058395000000000,0.056952000000000,0.056794000000000,0.057018000000000,0.058140000000000,0.063169000000000,0.076692000000000,0.107069000000000,0.165867000000000,0.248449000000000,0.319053000000000,0.371636000000000,0.405445000000000,0.426727000000000,0.437798000000000,0.438472000000000,0.435856000000000,0.432503000000000,0.433684000000000
VOC 2014,PPG1051-1,COZY COTTAGE,241,221,215,89.45487656,6.46636126,4.67888088,0.388344000000000,0.612766000000000,0.688331000000000,0.699393000000000,0.699062000000000,0.700465000000000,0.700365000000000,0.700863000000000,0.699938000000000,0.698549000000000,0.697829000000000,0.697335000000000,0.699569000000000,0.702098000000000,0.705432000000000,0.714441000000000,0.737356000000000,0.774447000000000,0.807648000000000,0.829751000000000,0.840277000000000,0.844412000000000,0.848010000000000,0.853372000000000,0.860356000000000,0.867042000000000,0.870244000000000,0.871132000000000,0.870441000000000,0.867369000000000,0.856856000000000
VOC 2014,PPG1051-2,PINK CARDOON,234,201,201,83.74631891,11.74879123,3.55919419,0.377133000000000,0.559591000000000,0.606553000000000,0.609326000000000,0.605798000000000,0.602983000000000,0.598658000000000,0.594564000000000,0.587621000000000,0.582059000000000,0.578292000000000,0.569968000000000,0.564528000000000,0.565862000000000,0.567859000000000,0.571019000000000,0.585447000000000,0.638097000000000,0.705617000000000,0.751590000000000,0.773675000000000,0.783401000000000,0.787085000000000,0.792206000000000,0.798124000000000,0.802851000000000,0.806330000000000,0.807729000000000,0.807691000000000,0.804249000000000,0.794951000000000
